"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -2.10, -2.10,42480.40
  1.00, -2.10, -1.26,42480.90
  2.00, -2.10, -0.42,42480.91
  3.00, -2.10,  0.42,42481.51
  4.00, -2.10,  1.26,42482.37
  5.00, -1.26, -2.10,42480.96
  6.00, -1.26, -1.26,42480.75
  7.00, -1.26, -0.42,42481.66
  8.00, -1.26,  0.42,42482.88
  9.00, -1.26,  1.26,42480.38
 10.00, -0.42, -2.10,42481.78
 11.00, -0.42, -1.26,42481.48
 12.00, -0.42, -0.42,42480.88
 13.00, -0.42,  0.42,42480.92
 14.00, -0.42,  1.26,42480.46
 15.00,  0.42, -2.10,42481.08
 16.00,  0.42, -1.26,42480.35
 17.00,  0.42, -0.42,42489.59
 18.00,  0.42,  0.42,42490.54
 19.00,  0.42,  1.26,42481.22
 20.00,  1.26, -2.10,42480.68
 21.00,  1.26, -1.26,42480.72
 22.00,  1.26, -0.42,42489.67
 23.00,  1.26,  0.42,42491.03
 24.00,  1.26,  1.26,42486.76
