"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
 21.00,  1.44, -1.44,-5393.94
  2.00, -2.40, -0.48,-5393.90
 15.00,  0.48, -2.40,-5393.15
 17.00,  0.48, -0.48,-5392.78
 16.00,  0.48, -1.44,-5395.05
 10.00, -0.48, -2.40,-5389.24
 22.00,  1.44, -0.48,-5390.22
 20.00,  1.44, -2.40,-5392.24
 19.00,  0.48,  1.44,-5395.18
 12.00, -0.48, -0.48,-5391.14
 18.00,  0.48,  0.48,-5391.99
  8.00, -1.44,  0.48,-5385.96
 11.00, -0.48, -1.44,-5391.94
  7.00, -1.44, -0.48,-5381.19
  6.00, -1.44, -1.44,-5328.67
  3.00, -2.40,  0.48,-5384.19
  0.00, -2.40, -2.40,-5322.60
 14.00, -0.48,  1.44,-5339.37
  5.00, -1.44, -2.40,-5331.63
 24.00,  1.44,  1.44,-5394.95
  9.00, -1.44,  1.44,-5360.54
  1.00, -2.40, -1.44,-5323.14
 23.00,  1.44,  0.48,-5385.77
 13.00, -0.48,  0.48,-5343.33
  4.00, -2.40,  1.44,-5341.36
