"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -2.00, -2.00,15457.46
  1.00, -2.00, -1.20,15452.38
  2.00, -2.00, -0.40,15458.85
  3.00, -2.00,  0.40,15455.99
  4.00, -2.00,  1.20,15453.26
  5.00, -1.20, -2.00,15445.86
  6.00, -1.20, -1.20,15460.78
  7.00, -1.20, -0.40,15457.11
  8.00, -1.20,  0.40,15456.41
  9.00, -1.20,  1.20,15457.87
 10.00, -0.40, -2.00,15459.65
 11.00, -0.40, -1.20,15472.73
 12.00, -0.40, -0.40,15452.00
 13.00, -0.40,  0.40,15457.70
 14.00, -0.40,  1.20,15439.81
 15.00,  0.40, -2.00,15455.07
 16.00,  0.40, -1.20,15455.11
 17.00,  0.40, -0.40,15457.58
 18.00,  0.40,  0.40,15457.10
 19.00,  0.40,  1.20,15460.12
 20.00,  1.20, -2.00,15452.70
 21.00,  1.20, -1.20,15454.70
 22.00,  1.20, -0.40,15460.63
 23.00,  1.20,  0.40,15454.51
 24.00,  1.20,  1.20,15458.53
