"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -3.00, -3.00,48911.57
  1.00, -3.00, -1.80,48906.27
  2.00, -3.00, -0.60,48910.71
  3.00, -3.00,  0.60,48913.17
  4.00, -3.00,  1.80,48911.81
  5.00, -1.80, -3.00,48909.34
  6.00, -1.80, -1.80,48907.42
  7.00, -1.80, -0.60,48907.96
  8.00, -1.80,  0.60,48910.28
  9.00, -1.80,  1.80,48913.90
 10.00, -0.60, -3.00,48910.51
 11.00, -0.60, -1.80,48924.52
 12.00, -0.60, -0.60,48912.22
 13.00, -0.60,  0.60,48921.82
 14.00, -0.60,  1.80,48907.94
 15.00,  0.60, -3.00,48906.57
 16.00,  0.60, -1.80,48911.48
 17.00,  0.60, -0.60,48913.36
 18.00,  0.60,  0.60,48908.71
 19.00,  0.60,  1.80,48908.31
 20.00,  1.80, -3.00,48913.22
 21.00,  1.80, -1.80,48914.77
 22.00,  1.80, -0.60,48909.27
 23.00,  1.80,  0.60,48914.46
 24.00,  1.80,  1.80,48912.63
