"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  1.00, -4.30, -2.58,-65846.00
  5.00, -2.58, -4.30,-65846.31
 17.00,  0.86, -0.86,-65846.22
 21.00,  2.58, -2.58,-65846.14
  9.00, -2.58,  2.58,-65846.29
 20.00,  2.58, -4.30,-65846.35
  6.00, -2.58, -2.58,-65846.31
  4.00, -4.30,  2.58,-65845.81
 22.00,  2.58, -0.86,-65846.45
 14.00, -0.86,  2.58,-65846.30
 10.00, -0.86, -4.30,-65845.95
 19.00,  0.86,  2.58,-65845.66
 15.00,  0.86, -4.30,-65845.23
 16.00,  0.86, -2.58,-65845.20
 23.00,  2.58,  0.86,-65845.00
  3.00, -4.30,  0.86,-65843.49
 18.00,  0.86,  0.86,-65845.70
 24.00,  2.58,  2.58,-65845.75
 11.00, -0.86, -2.58,-65845.66
  8.00, -2.58,  0.86,-65844.68
 13.00, -0.86,  0.86,-65846.38
  0.00, -4.30, -4.30,-65846.23
  7.00, -2.58, -0.86,-65841.22
  2.00, -4.30, -0.86,-65844.42
 12.00, -0.86, -0.86,-65844.92
