"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
 19.00,  0.42,  1.26,-38477.28
  5.00, -1.26, -2.10,-38477.39
  6.00, -1.26, -1.26,-38477.83
  3.00, -2.10,  0.42,-38477.03
  4.00, -2.10,  1.26,-38477.36
  7.00, -1.26, -0.42,-38477.50
 14.00, -0.42,  1.26,-38477.58
 13.00, -0.42,  0.42,-38477.43
 12.00, -0.42, -0.42,-38477.44
 21.00,  1.26, -1.26,-38477.31
 15.00,  0.42, -2.10,-38477.40
  0.00, -2.10, -2.10,-38477.04
  1.00, -2.10, -1.26,-38477.49
 10.00, -0.42, -2.10,-38476.93
  8.00, -1.26,  0.42,-38477.35
 20.00,  1.26, -2.10,-38477.74
  2.00, -2.10, -0.42,-38477.20
 17.00,  0.42, -0.42,-38468.34
 18.00,  0.42,  0.42,-38469.13
 16.00,  0.42, -1.26,-38477.09
  9.00, -1.26,  1.26,-38477.09
 24.00,  1.26,  1.26,-38474.47
 23.00,  1.26,  0.42,-38468.56
 22.00,  1.26, -0.42,-38467.27
 11.00, -0.42, -1.26,-38477.55
