"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -2.00, -2.00,-1543.85
  1.00, -2.00, -1.20,-1543.65
  2.00, -2.00, -0.40,-1544.61
  3.00, -2.00,  0.40,-1544.17
  4.00, -2.00,  1.20,-1550.46
  5.00, -1.20, -2.00,-1545.38
  6.00, -1.20, -1.20,-1543.96
  7.00, -1.20, -0.40,-1545.38
  8.00, -1.20,  0.40,-1543.75
  9.00, -1.20,  1.20,-1546.91
 10.00, -0.40, -2.00,-1543.54
 11.00, -0.40, -1.20,-1543.39
 12.00, -0.40, -0.40,-1546.60
 13.00, -0.40,  0.40,-1550.98
 14.00, -0.40,  1.20,-1549.50
 15.00,  0.40, -2.00,-1549.63
 16.00,  0.40, -1.20,-1565.00
 17.00,  0.40, -0.40,-1544.09
 18.00,  0.40,  0.40,-1545.22
 19.00,  0.40,  1.20,-1547.37
 20.00,  1.20, -2.00,-1542.97
 21.00,  1.20, -1.20,-1550.41
 22.00,  1.20, -0.40,-1547.46
 23.00,  1.20,  0.40,-1543.86
 24.00,  1.20,  1.20,-1547.38
