"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -1.70, -1.70,4557.29
  1.00, -1.70, -1.02,4556.63
  2.00, -1.70, -0.34,4549.26
  3.00, -1.70,  0.34,4559.04
  4.00, -1.70,  1.02,4564.13
  5.00, -1.02, -1.70,4561.05
  6.00, -1.02, -1.02,4557.51
  7.00, -1.02, -0.34,4557.48
  8.00, -1.02,  0.34,4560.06
  9.00, -1.02,  1.02,4557.77
 10.00, -0.34, -1.70,4556.79
 11.00, -0.34, -1.02,4563.33
 12.00, -0.34, -0.34,4564.01
 13.00, -0.34,  0.34,4563.92
 14.00, -0.34,  1.02,4558.37
 15.00,  0.34, -1.70,4560.70
 16.00,  0.34, -1.02,4561.67
 17.00,  0.34, -0.34,4557.67
 18.00,  0.34,  0.34,4559.16
 19.00,  0.34,  1.02,4561.60
 20.00,  1.02, -1.70,4561.66
 22.00,  1.02, -0.34,4562.03
 23.00,  1.02,  0.34,4563.79
 24.00,  1.02,  1.02,4555.96
 21.00,  1.02, -1.02,4562.35
