"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -2.40, -2.40,-56420.37
  1.00, -2.40, -1.44,-56425.94
  2.00, -2.40, -0.48,-56474.23
  3.00, -2.40,  0.48,-56453.25
  4.00, -2.40,  1.44,-56423.70
  5.00, -1.44, -2.40,-56415.72
  6.00, -1.44, -1.44,-56410.12
  7.00, -1.44, -0.48,-56451.25
  8.00, -1.44,  0.48,-56446.11
  9.00, -1.44,  1.44,-56420.15
 10.00, -0.48, -2.40,-56474.08
 11.00, -0.48, -1.44,-56473.31
 12.00, -0.48, -0.48,-56473.79
 13.00, -0.48,  0.48,-56457.46
 14.00, -0.48,  1.44,-56415.99
 15.00,  0.48, -2.40,-56474.11
 16.00,  0.48, -1.44,-56474.35
 17.00,  0.48, -0.48,-56470.51
 18.00,  0.48,  0.48,-56471.41
 19.00,  0.48,  1.44,-56474.30
 20.00,  1.44, -2.40,-56474.25
 21.00,  1.44, -1.44,-56474.03
 22.00,  1.44, -0.48,-56458.27
 23.00,  1.44,  0.48,-56456.60
 24.00,  1.44,  1.44,-56473.98
