"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -2.10, -2.10,-4635.25
  1.00, -2.10, -1.26,-4632.32
  2.00, -2.10, -0.42,-4641.79
  3.00, -2.10,  0.42,-4637.76
  4.00, -2.10,  1.26,-4706.02
  5.00, -1.26, -2.10,-4631.90
  6.00, -1.26, -1.26,-4827.60
  7.00, -1.26, -0.42,-4631.80
  8.00, -1.26,  0.42,-4632.38
  9.00, -1.26,  1.26,-4632.94
 10.00, -0.42, -2.10,-4636.19
 11.00, -0.42, -1.26,-4640.50
 12.00, -0.42, -0.42,-4633.72
 13.00, -0.42,  0.42,-4635.62
 14.00, -0.42,  1.26,-4707.36
 15.00,  0.42, -2.10,-4784.63
 16.00,  0.42, -1.26,-4728.65
 17.00,  0.42, -0.42,-4762.14
 18.00,  0.42,  0.42,-4634.35
 19.00,  0.42,  1.26,-4633.09
 20.00,  1.26, -2.10,-4767.63
 21.00,  1.26, -1.26,-4632.28
 22.00,  1.26, -0.42,-4639.61
 23.00,  1.26,  0.42,-4725.53
 24.00,  1.26,  1.26,-4634.64
