"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -2.70, -2.70,-83232.08
  1.00, -2.70, -1.62,-83231.80
  2.00, -2.70, -0.54,-83221.98
  3.00, -2.70,  0.54,-83223.56
  4.00, -2.70,  1.62,-83231.88
  5.00, -1.62, -2.70,-83231.03
  6.00, -1.62, -1.62,-83231.73
  7.00, -1.62, -0.54,-83221.67
  8.00, -1.62,  0.54,-83222.60
  9.00, -1.62,  1.62,-83233.22
 10.00, -0.54, -2.70,-83231.77
 13.00, -0.54,  0.54,-83231.59
 14.00, -0.54,  1.62,-83231.37
 15.00,  0.54, -2.70,-83230.88
 11.00, -0.54, -1.62,-83233.60
 12.00, -0.54, -0.54,-83232.42
 16.00,  0.54, -1.62,-83232.67
 17.00,  0.54, -0.54,-83232.21
 19.00,  0.54,  1.62,-83233.84
 20.00,  1.62, -2.70,-83231.99
 21.00,  1.62, -1.62,-83231.96
 18.00,  0.54,  0.54,-83231.87
 22.00,  1.62, -0.54,-83232.50
 23.00,  1.62,  0.54,-83231.96
 24.00,  1.62,  1.62,-83232.51
