"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -3.00, -3.00,-232784.68
  1.00, -3.00, -1.80,-232782.95
  2.00, -3.00, -0.60,-232782.96
  3.00, -3.00,  0.60,-232784.39
  4.00, -3.00,  1.80,-232784.49
  5.00, -1.80, -3.00,-232784.32
  6.00, -1.80, -1.80,-232784.71
  7.00, -1.80, -0.60,-232783.59
  8.00, -1.80,  0.60,-232784.15
  9.00, -1.80,  1.80,-232783.73
 10.00, -0.60, -3.00,-232773.66
 11.00, -0.60, -1.80,-232768.57
 12.00, -0.60, -0.60,-232784.38
 13.00, -0.60,  0.60,-232773.60
 14.00, -0.60,  1.80,-232778.67
 15.00,  0.60, -3.00,-232784.50
 16.00,  0.60, -1.80,-232784.06
 17.00,  0.60, -0.60,-232777.49
 18.00,  0.60,  0.60,-232784.57
 19.00,  0.60,  1.80,-232784.22
 20.00,  1.80, -3.00,-232784.41
 21.00,  1.80, -1.80,-232784.01
 22.00,  1.80, -0.60,-232777.23
 23.00,  1.80,  0.60,-232784.30
 24.00,  1.80,  1.80,-232785.05
