"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -2.00, -2.00,-17999.43
  1.00, -2.00, -1.20,-18000.19
  2.00, -2.00, -0.40,-18004.94
  3.00, -2.00,  0.40,-17990.68
  4.00, -2.00,  1.20,-17989.97
  5.00, -1.20, -2.00,-18001.69
  6.00, -1.20, -1.20,-18005.06
  7.00, -1.20, -0.40,-17985.47
  8.00, -1.20,  0.40,-18000.60
  9.00, -1.20,  1.20,-18000.43
 10.00, -0.40, -2.00,-17988.49
 11.00, -0.40, -1.20,-17987.45
 12.00, -0.40, -0.40,-17998.97
 13.00, -0.40,  0.40,-17986.43
 14.00, -0.40,  1.20,-18007.44
 15.00,  0.40, -2.00,-18004.68
 16.00,  0.40, -1.20,-17987.17
 17.00,  0.40, -0.40,-17989.18
 18.00,  0.40,  0.40,-17973.01
 20.00,  1.20, -2.00,-17998.55
 19.00,  0.40,  1.20,-17978.26
 21.00,  1.20, -1.20,-18000.38
 22.00,  1.20, -0.40,-17997.10
 23.00,  1.20,  0.40,-17985.24
 24.00,  1.20,  1.20,-18000.50
