"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -2.40, -2.40,-5305.40
  1.00, -2.40, -1.44,-5304.44
  2.00, -2.40, -0.48,-5381.53
  3.00, -2.40,  0.48,-5331.45
  4.00, -2.40,  1.44,-5345.03
  5.00, -1.44, -2.40,-5319.92
  6.00, -1.44, -1.44,-5298.17
  7.00, -1.44, -0.48,-5338.25
  8.00, -1.44,  0.48,-5329.67
  9.00, -1.44,  1.44,-5319.54
 10.00, -0.48, -2.40,-5382.07
 11.00, -0.48, -1.44,-5371.35
 12.00, -0.48, -0.48,-5373.42
 13.00, -0.48,  0.48,-5320.83
 14.00, -0.48,  1.44,-5326.35
 15.00,  0.48, -2.40,-5382.11
 16.00,  0.48, -1.44,-5382.23
 17.00,  0.48, -0.48,-5379.97
 18.00,  0.48,  0.48,-5382.30
 19.00,  0.48,  1.44,-5382.39
 20.00,  1.44, -2.40,-5382.30
 21.00,  1.44, -1.44,-5381.98
 22.00,  1.44, -0.48,-5370.58
 23.00,  1.44,  0.48,-5370.62
 24.00,  1.44,  1.44,-5382.17
