"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -2.70, -2.70,-68783.30
  1.00, -2.70, -1.62,-68783.23
 11.00, -0.54, -1.62,-68783.32
 22.00,  1.62, -0.54,-68783.51
 20.00,  1.62, -2.70,-68783.37
 12.00, -0.54, -0.54,-68784.54
 24.00,  1.62,  1.62,-68783.56
 13.00, -0.54,  0.54,-68783.30
 23.00,  1.62,  0.54,-68784.01
  6.00, -1.62, -1.62,-68783.46
 17.00,  0.54, -0.54,-68782.76
 14.00, -0.54,  1.62,-68782.85
 15.00,  0.54, -2.70,-68783.41
  2.00, -2.70, -0.54,-68784.17
  4.00, -2.70,  1.62,-68783.50
 18.00,  0.54,  0.54,-68783.33
 16.00,  0.54, -1.62,-68783.34
  3.00, -2.70,  0.54,-68783.45
 19.00,  0.54,  1.62,-68783.44
  8.00, -1.62,  0.54,-68783.76
  9.00, -1.62,  1.62,-68782.83
 10.00, -0.54, -2.70,-68783.65
 21.00,  1.62, -1.62,-68782.97
  5.00, -1.62, -2.70,-68783.57
  7.00, -1.62, -0.54,-68783.17
