"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -4.00, -4.00,52600.90
  1.00, -4.00, -2.40,52682.37
  2.00, -4.00, -0.80,53177.48
  3.00, -4.00,  0.80,52860.07
  4.00, -4.00,  2.40,52610.70
  5.00, -2.40, -4.00,52694.86
  6.00, -2.40, -2.40,52604.94
  7.00, -2.40, -0.80,53125.15
  8.00, -2.40,  0.80,52769.89
  9.00, -2.40,  2.40,52600.82
 10.00, -0.80, -4.00,53143.99
 11.00, -0.80, -2.40,53254.06
 12.00, -0.80, -0.80,52679.00
 13.00, -0.80,  0.80,53589.58
 14.00, -0.80,  2.40,52691.16
 15.00,  0.80, -4.00,53195.68
 16.00,  0.80, -2.40,53171.94
 17.00,  0.80, -0.80,52674.36
 18.00,  0.80,  0.80,53863.58
 19.00,  0.80,  2.40,53873.76
 20.00,  2.40, -4.00,53035.96
 21.00,  2.40, -2.40,52665.41
 22.00,  2.40, -0.80,52597.78
 23.00,  2.40,  0.80,53864.91
 24.00,  2.40,  2.40,53902.51
