"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -2.50, -2.50,22850.19
  1.00, -2.50, -1.50,22841.28
  2.00, -2.50, -0.50,22860.16
  3.00, -2.50,  0.50,22882.88
  4.00, -2.50,  1.50,22893.48
  5.00, -1.50, -2.50,22836.42
  6.00, -1.50, -1.50,22837.41
  7.00, -1.50, -0.50,22847.56
  8.00, -1.50,  0.50,22851.81
  9.00, -1.50,  1.50,22864.86
 10.00, -0.50, -2.50,22945.72
 11.00, -0.50, -1.50,22897.49
 12.00, -0.50, -0.50,22852.50
 13.00, -0.50,  0.50,22829.67
 14.00, -0.50,  1.50,22843.53
 15.00,  0.50, -2.50,22915.24
 16.00,  0.50, -1.50,22837.82
 17.00,  0.50, -0.50,22882.51
 18.00,  0.50,  0.50,22853.78
 19.00,  0.50,  1.50,22854.95
 20.00,  1.50, -2.50,22829.43
 21.00,  1.50, -1.50,22844.15
 22.00,  1.50, -0.50,22865.15
 23.00,  1.50,  0.50,22883.16
 24.00,  1.50,  1.50,22895.82
