"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -1.80, -1.80,5165.68
  1.00, -1.80, -1.08,5163.49
  2.00, -1.80, -0.36,5163.23
  3.00, -1.80,  0.36,5166.61
  4.00, -1.80,  1.08,5165.16
  5.00, -1.08, -1.80,5165.00
  6.00, -1.08, -1.08,5163.36
  7.00, -1.08, -0.36,5165.28
  8.00, -1.08,  0.36,5167.47
  9.00, -1.08,  1.08,5166.09
 10.00, -0.36, -1.80,5165.45
 11.00, -0.36, -1.08,5163.97
 12.00, -0.36, -0.36,5166.24
 13.00, -0.36,  0.36,5166.72
 14.00, -0.36,  1.08,5162.74
 15.00,  0.36, -1.80,5164.11
 16.00,  0.36, -1.08,5162.93
 17.00,  0.36, -0.36,5167.53
 18.00,  0.36,  0.36,5167.74
 19.00,  0.36,  1.08,5166.38
 20.00,  1.08, -1.80,5165.19
 21.00,  1.08, -1.08,5164.69
 22.00,  1.08, -0.36,5162.35
 23.00,  1.08,  0.36,5165.21
 24.00,  1.08,  1.08,5162.68
