"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -3.00, -3.00,11640.68
  1.00, -3.00, -1.80,11640.75
  2.00, -3.00, -0.60,11640.26
  3.00, -3.00,  0.60,11640.57
  4.00, -3.00,  1.80,11640.56
  5.00, -1.80, -3.00,11641.09
  6.00, -1.80, -1.80,11640.73
  7.00, -1.80, -0.60,11640.56
  8.00, -1.80,  0.60,11640.70
  9.00, -1.80,  1.80,11641.66
 10.00, -0.60, -3.00,11640.68
 11.00, -0.60, -1.80,11640.94
 12.00, -0.60, -0.60,11640.79
 13.00, -0.60,  0.60,11640.86
 14.00, -0.60,  1.80,11640.44
 15.00,  0.60, -3.00,11640.59
 16.00,  0.60, -1.80,11641.02
 17.00,  0.60, -0.60,11641.92
 18.00,  0.60,  0.60,11640.31
 19.00,  0.60,  1.80,11640.59
 20.00,  1.80, -3.00,11640.68
 21.00,  1.80, -1.80,11640.76
 22.00,  1.80, -0.60,11641.85
 23.00,  1.80,  0.60,11640.58
 24.00,  1.80,  1.80,11640.35
