"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
 13.00, -0.50,  0.50,-35102.24
  1.00, -2.50, -1.50,-35101.97
 15.00,  0.50, -2.50,-35100.39
 20.00,  1.50, -2.50,-35102.03
 14.00, -0.50,  1.50,-35102.27
 21.00,  1.50, -1.50,-35101.94
  0.00, -2.50, -2.50,-35101.86
 16.00,  0.50, -1.50,-35101.22
 12.00, -0.50, -0.50,-35102.11
  5.00, -1.50, -2.50,-35100.25
 10.00, -0.50, -2.50,-35096.32
  7.00, -1.50, -0.50,-35101.71
 19.00,  0.50,  1.50,-35102.75
  6.00, -1.50, -1.50,-35101.87
 17.00,  0.50, -0.50,-35101.95
 11.00, -0.50, -1.50,-35097.21
 24.00,  1.50,  1.50,-35101.19
  9.00, -1.50,  1.50,-35097.45
  4.00, -2.50,  1.50,-35088.35
  3.00, -2.50,  0.50,-35096.06
 18.00,  0.50,  0.50,-35092.75
 22.00,  1.50, -0.50,-35092.54
  2.00, -2.50, -0.50,-35101.39
  8.00, -1.50,  0.50,-35090.67
 23.00,  1.50,  0.50,-35088.91
