"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
 15.00,  0.80, -4.00,7689.85
 22.00,  2.40, -0.80,7690.60
 24.00,  2.40,  2.40,7689.79
  4.00, -4.00,  2.40,7689.87
  3.00, -4.00,  0.80,7689.73
  9.00, -2.40,  2.40,7689.91
  5.00, -2.40, -4.00,7689.91
 21.00,  2.40, -2.40,7690.56
 16.00,  0.80, -2.40,7689.91
 11.00, -0.80, -2.40,7689.94
 17.00,  0.80, -0.80,7689.86
 20.00,  2.40, -4.00,7689.73
 23.00,  2.40,  0.80,7689.78
  8.00, -2.40,  0.80,7689.79
  0.00, -4.00, -4.00,7690.02
  1.00, -4.00, -2.40,7690.51
 10.00, -0.80, -4.00,7689.84
  2.00, -4.00, -0.80,7690.30
 12.00, -0.80, -0.80,7689.99
 14.00, -0.80,  2.40,7691.81
 18.00,  0.80,  0.80,7690.41
 19.00,  0.80,  2.40,7690.55
  7.00, -2.40, -0.80,7691.45
  6.00, -2.40, -2.40,7690.95
 13.00, -0.80,  0.80,7692.57
