"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
 23.00,  1.44,  0.48,-5347.93
 21.00,  1.44, -1.44,-5347.75
 10.00, -0.48, -2.40,-5348.12
  3.00, -2.40,  0.48,-5348.03
  8.00, -1.44,  0.48,-5346.68
  4.00, -2.40,  1.44,-5348.01
  2.00, -2.40, -0.48,-5347.91
 24.00,  1.44,  1.44,-5348.11
 17.00,  0.48, -0.48,-5348.01
 22.00,  1.44, -0.48,-5347.94
  7.00, -1.44, -0.48,-5346.84
 11.00, -0.48, -1.44,-5346.16
 12.00, -0.48, -0.48,-5348.07
 15.00,  0.48, -2.40,-5343.75
 16.00,  0.48, -1.44,-5344.05
 19.00,  0.48,  1.44,-5339.20
  9.00, -1.44,  1.44,-5342.50
  0.00, -2.40, -2.40,-5324.65
 20.00,  1.44, -2.40,-5345.90
  1.00, -2.40, -1.44,-5324.42
  6.00, -1.44, -1.44,-5313.73
 14.00, -0.48,  1.44,-5310.80
 18.00,  0.48,  0.48,-5336.07
 13.00, -0.48,  0.48,-5319.29
  5.00, -1.44, -2.40,-5321.64
