"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -3.00, -3.00,3080.52
  1.00, -3.00, -1.80,3079.42
  2.00, -3.00, -0.60,3080.48
  3.00, -3.00,  0.60,3074.59
  4.00, -3.00,  1.80,3080.52
  5.00, -1.80, -3.00,3081.73
  6.00, -1.80, -1.80,3082.37
  7.00, -1.80, -0.60,3082.12
  8.00, -1.80,  0.60,3080.71
  9.00, -1.80,  1.80,3079.85
 10.00, -0.60, -3.00,3080.10
 11.00, -0.60, -1.80,3079.63
 12.00, -0.60, -0.60,3076.08
 13.00, -0.60,  0.60,3081.25
 14.00, -0.60,  1.80,3081.15
 15.00,  0.60, -3.00,3079.67
 16.00,  0.60, -1.80,3079.73
 17.00,  0.60, -0.60,3081.78
 18.00,  0.60,  0.60,3082.06
 19.00,  0.60,  1.80,3081.88
 20.00,  1.80, -3.00,3080.31
 21.00,  1.80, -1.80,3080.54
 22.00,  1.80, -0.60,3079.93
 23.00,  1.80,  0.60,3080.92
 24.00,  1.80,  1.80,3080.02
