"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -1.60, -1.60,20962.69
  1.00, -1.60, -0.96,20951.03
  2.00, -1.60, -0.32,20964.07
  3.00, -1.60,  0.32,20953.80
  4.00, -1.60,  0.96,20954.84
  5.00, -0.96, -1.60,20961.91
  6.00, -0.96, -0.96,20954.35
  7.00, -0.96, -0.32,20966.47
  8.00, -0.96,  0.32,20964.36
  9.00, -0.96,  0.96,20964.24
 10.00, -0.32, -1.60,20965.12
 11.00, -0.32, -0.96,20961.30
 12.00, -0.32, -0.32,20964.31
 13.00, -0.32,  0.32,20962.03
 14.00, -0.32,  0.96,20965.43
 15.00,  0.32, -1.60,20955.25
 16.00,  0.32, -0.96,20957.13
 17.00,  0.32, -0.32,20962.59
 18.00,  0.32,  0.32,20951.45
 19.00,  0.32,  0.96,20949.77
 20.00,  0.96, -1.60,20961.77
 21.00,  0.96, -0.96,20961.49
 22.00,  0.96, -0.32,20962.45
 23.00,  0.96,  0.32,20953.56
 24.00,  0.96,  0.96,20952.46
