"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -2.60, -2.60,47157.10
  1.00, -2.60, -1.56,47156.84
  2.00, -2.60, -0.52,47157.87
  3.00, -2.60,  0.52,47157.27
  4.00, -2.60,  1.56,47157.55
  5.00, -1.56, -2.60,47156.90
  6.00, -1.56, -1.56,47156.85
  7.00, -1.56, -0.52,47158.72
  8.00, -1.56,  0.52,47159.11
  9.00, -1.56,  1.56,47158.12
 10.00, -0.52, -2.60,47157.29
 11.00, -0.52, -1.56,47157.43
 12.00, -0.52, -0.52,47157.06
 13.00, -0.52,  0.52,47157.02
 14.00, -0.52,  1.56,47161.76
 15.00,  0.52, -2.60,47157.16
 16.00,  0.52, -1.56,47156.99
 17.00,  0.52, -0.52,47156.81
 18.00,  0.52,  0.52,47157.02
 19.00,  0.52,  1.56,47156.68
 20.00,  1.56, -2.60,47157.10
 21.00,  1.56, -1.56,47157.34
 22.00,  1.56, -0.52,47156.97
 23.00,  1.56,  0.52,47157.05
 24.00,  1.56,  1.56,47157.00
