"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -2.10, -2.10,-38463.69
  1.00, -2.10, -1.26,-38467.89
  2.00, -2.10, -0.42,-38462.73
  3.00, -2.10,  0.42,-38477.45
  4.00, -2.10,  1.26,-38503.62
  5.00, -1.26, -2.10,-38461.04
  6.00, -1.26, -1.26,-38465.90
  7.00, -1.26, -0.42,-38469.04
  8.00, -1.26,  0.42,-38464.20
  9.00, -1.26,  1.26,-38476.50
 10.00, -0.42, -2.10,-38475.29
 11.00, -0.42, -1.26,-38461.26
 12.00, -0.42, -0.42,-38469.14
 13.00, -0.42,  0.42,-38466.13
 14.00, -0.42,  1.26,-38469.35
 15.00,  0.42, -2.10,-38467.06
 16.00,  0.42, -1.26,-38488.37
 17.00,  0.42, -0.42,-38467.68
 18.00,  0.42,  0.42,-38476.52
 19.00,  0.42,  1.26,-38474.33
 20.00,  1.26, -2.10,-38480.42
 21.00,  1.26, -1.26,-38462.20
 22.00,  1.26, -0.42,-38476.04
 23.00,  1.26,  0.42,-38468.15
 24.00,  1.26,  1.26,-38468.51
