"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -2.50, -2.50,16598.93
  1.00, -2.50, -1.50,16598.60
  2.00, -2.50, -0.50,16599.37
  3.00, -2.50,  0.50,16598.90
  4.00, -2.50,  1.50,16603.15
  5.00, -1.50, -2.50,16598.79
  6.00, -1.50, -1.50,16598.82
  7.00, -1.50, -0.50,16598.52
  8.00, -1.50,  0.50,16604.51
  9.00, -1.50,  1.50,16609.21
 10.00, -0.50, -2.50,16598.82
 11.00, -0.50, -1.50,16599.25
 12.00, -0.50, -0.50,16599.99
 13.00, -0.50,  0.50,16598.39
 14.00, -0.50,  1.50,16598.83
 15.00,  0.50, -2.50,16598.65
 16.00,  0.50, -1.50,16598.78
 17.00,  0.50, -0.50,16608.90
 18.00,  0.50,  0.50,16613.65
 19.00,  0.50,  1.50,16598.69
 20.00,  1.50, -2.50,16598.58
 21.00,  1.50, -1.50,16598.56
 22.00,  1.50, -0.50,16603.89
 23.00,  1.50,  0.50,16607.05
 24.00,  1.50,  1.50,16598.88
