"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  5.00, -1.50, -2.50,-19052.38
 13.00, -0.50,  0.50,-19053.01
 18.00,  0.50,  0.50,-19048.36
 20.00,  1.50, -2.50,-19052.67
 21.00,  1.50, -1.50,-19053.24
 16.00,  0.50, -1.50,-19049.90
 11.00, -0.50, -1.50,-19052.82
  8.00, -1.50,  0.50,-19048.63
  7.00, -1.50, -0.50,-19059.32
  2.00, -2.50, -0.50,-19047.83
 12.00, -0.50, -0.50,-19051.81
 14.00, -0.50,  1.50,-19051.63
  4.00, -2.50,  1.50,-19048.31
 17.00,  0.50, -0.50,-19052.66
 15.00,  0.50, -2.50,-19050.06
 24.00,  1.50,  1.50,-19046.02
  0.00, -2.50, -2.50,-19050.75
  3.00, -2.50,  0.50,-19051.69
  6.00, -1.50, -1.50,-19054.30
  9.00, -1.50,  1.50,-19048.10
 22.00,  1.50, -0.50,-19048.04
 10.00, -0.50, -2.50,-19049.25
 23.00,  1.50,  0.50,-19048.80
 19.00,  0.50,  1.50,-19055.91
  1.00, -2.50, -1.50,-19051.74
