"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -2.20, -2.20,4206.72
  1.00, -2.20, -1.32,4208.70
  2.00, -2.20, -0.44,4208.77
  3.00, -2.20,  0.44,4207.36
  4.00, -2.20,  1.32,4207.98
  5.00, -1.32, -2.20,4204.76
  6.00, -1.32, -1.32,4208.19
  7.00, -1.32, -0.44,4208.05
  8.00, -1.32,  0.44,4206.36
  9.00, -1.32,  1.32,4208.37
 10.00, -0.44, -2.20,4207.73
 11.00, -0.44, -1.32,4207.77
 12.00, -0.44, -0.44,4208.73
 13.00, -0.44,  0.44,4205.26
 14.00, -0.44,  1.32,4208.91
 15.00,  0.44, -2.20,4205.97
 16.00,  0.44, -1.32,4208.55
 17.00,  0.44, -0.44,4206.91
 18.00,  0.44,  0.44,4208.63
 19.00,  0.44,  1.32,4207.51
 20.00,  1.32, -2.20,4207.60
 21.00,  1.32, -1.32,4207.60
 22.00,  1.32, -0.44,4208.72
 23.00,  1.32,  0.44,4208.36
 24.00,  1.32,  1.32,4205.39
