"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
 14.00, -0.86,  2.58,-65845.86
 24.00,  2.58,  2.58,-65847.12
 10.00, -0.86, -4.30,-65848.15
 21.00,  2.58, -2.58,-65846.11
 19.00,  0.86,  2.58,-65847.74
 22.00,  2.58, -0.86,-65847.03
  9.00, -2.58,  2.58,-65846.28
  5.00, -2.58, -4.30,-65847.75
 11.00, -0.86, -2.58,-65846.84
  6.00, -2.58, -2.58,-65847.43
  7.00, -2.58, -0.86,-65842.05
 13.00, -0.86,  0.86,-65846.55
  3.00, -4.30,  0.86,-65845.36
  1.00, -4.30, -2.58,-65846.17
  2.00, -4.30, -0.86,-65844.94
 16.00,  0.86, -2.58,-65847.72
  4.00, -4.30,  2.58,-65847.31
 17.00,  0.86, -0.86,-65848.18
 18.00,  0.86,  0.86,-65846.58
 20.00,  2.58, -4.30,-65847.27
 15.00,  0.86, -4.30,-65846.22
 12.00, -0.86, -0.86,-65846.41
  8.00, -2.58,  0.86,-65844.38
  0.00, -4.30, -4.30,-65848.25
 23.00,  2.58,  0.86,-65847.78
