"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -3.00, -3.00,-97285.94
  1.00, -3.00, -1.80,-97286.40
  2.00, -3.00, -0.60,-97283.71
  3.00, -3.00,  0.60,-97285.31
  4.00, -3.00,  1.80,-97286.85
  5.00, -1.80, -3.00,-97284.78
  6.00, -1.80, -1.80,-97285.22
  7.00, -1.80, -0.60,-97280.76
  8.00, -1.80,  0.60,-97285.34
  9.00, -1.80,  1.80,-97286.96
 10.00, -0.60, -3.00,-97283.88
 11.00, -0.60, -1.80,-97284.58
 12.00, -0.60, -0.60,-97285.11
 13.00, -0.60,  0.60,-97285.85
 14.00, -0.60,  1.80,-97287.52
 15.00,  0.60, -3.00,-97283.75
 16.00,  0.60, -1.80,-97288.30
 17.00,  0.60, -0.60,-97284.67
 18.00,  0.60,  0.60,-97283.97
 19.00,  0.60,  1.80,-97285.08
 20.00,  1.80, -3.00,-97283.53
 21.00,  1.80, -1.80,-97285.31
 22.00,  1.80, -0.60,-97284.93
 23.00,  1.80,  0.60,-97284.56
 24.00,  1.80,  1.80,-97283.66
