"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
 10.00, -0.52, -2.60,219.10
 23.00,  1.56,  0.52,219.24
  9.00, -1.56,  1.56,219.13
  1.00, -2.60, -1.56,219.08
 20.00,  1.56, -2.60,219.21
  2.00, -2.60, -0.52,219.19
  0.00, -2.60, -2.60,219.50
 19.00,  0.52,  1.56,219.57
 11.00, -0.52, -1.56,219.70
  6.00, -1.56, -1.56,219.55
  5.00, -1.56, -2.60,219.11
 21.00,  1.56, -1.56,219.76
  7.00, -1.56, -0.52,219.24
 24.00,  1.56,  1.56,219.34
 12.00, -0.52, -0.52,219.70
 17.00,  0.52, -0.52,222.27
 14.00, -0.52,  1.56,219.93
 18.00,  0.52,  0.52,219.11
 16.00,  0.52, -1.56,219.82
  4.00, -2.60,  1.56,219.56
 15.00,  0.52, -2.60,219.98
  8.00, -1.56,  0.52,219.87
 22.00,  1.56, -0.52,219.60
  3.00, -2.60,  0.52,221.01
 13.00, -0.52,  0.52,219.24
