"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
 14.00, -0.48,  1.44,-1733.62
  2.00, -2.40, -0.48,-1731.60
 13.00, -0.48,  0.48,-1732.61
  7.00, -1.44, -0.48,-1736.12
  0.00, -2.40, -2.40,-1738.84
  9.00, -1.44,  1.44,-1733.12
 17.00,  0.48, -0.48,-1731.70
 15.00,  0.48, -2.40,-1737.34
 11.00, -0.48, -1.44,-1729.67
 10.00, -0.48, -2.40,-1733.07
  5.00, -1.44, -2.40,-1739.83
  8.00, -1.44,  0.48,-1732.16
 12.00, -0.48, -0.48,-1735.44
  1.00, -2.40, -1.44,-1734.19
  3.00, -2.40,  0.48,-1736.13
 16.00,  0.48, -1.44,-1735.75
  4.00, -2.40,  1.44,-1731.25
  6.00, -1.44, -1.44,-1730.72
 18.00,  0.48,  0.48,-1730.96
 23.00,  1.44,  0.48,-1732.25
 21.00,  1.44, -1.44,-1732.53
 22.00,  1.44, -0.48,-1731.96
 19.00,  0.48,  1.44,-1739.16
 24.00,  1.44,  1.44,-1736.83
 20.00,  1.44, -2.40,-1738.61
