"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -1.80, -1.80,36944.52
  1.00, -1.80, -1.08,36942.59
  2.00, -1.80, -0.36,36947.47
  3.00, -1.80,  0.36,36943.53
  4.00, -1.80,  1.08,36945.82
  5.00, -1.08, -1.80,36948.72
  6.00, -1.08, -1.08,36941.33
  7.00, -1.08, -0.36,36941.76
  8.00, -1.08,  0.36,36948.37
  9.00, -1.08,  1.08,36944.79
 10.00, -0.36, -1.80,36947.50
 11.00, -0.36, -1.08,36948.99
 12.00, -0.36, -0.36,36944.86
 13.00, -0.36,  0.36,36942.14
 14.00, -0.36,  1.08,36948.11
 15.00,  0.36, -1.80,36944.35
 16.00,  0.36, -1.08,36944.23
 17.00,  0.36, -0.36,36942.88
 18.00,  0.36,  0.36,36944.07
 19.00,  0.36,  1.08,36952.40
 20.00,  1.08, -1.80,36942.04
 21.00,  1.08, -1.08,36944.65
 22.00,  1.08, -0.36,36939.68
 23.00,  1.08,  0.36,36945.57
 24.00,  1.08,  1.08,36942.83
