"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -3.00, -3.00,14820.70
  1.00, -3.00, -1.80,14821.17
  2.00, -3.00, -0.60,14817.55
  3.00, -3.00,  0.60,14817.65
  4.00, -3.00,  1.80,14817.11
  5.00, -1.80, -3.00,14821.18
  6.00, -1.80, -1.80,14824.66
  7.00, -1.80, -0.60,14817.91
  8.00, -1.80,  0.60,14818.52
  9.00, -1.80,  1.80,14824.14
 10.00, -0.60, -3.00,14817.29
 11.00, -0.60, -1.80,14818.62
 12.00, -0.60, -0.60,14817.89
 13.00, -0.60,  0.60,14831.86
 14.00, -0.60,  1.80,14830.64
 15.00,  0.60, -3.00,14817.37
 16.00,  0.60, -1.80,14823.92
 17.00,  0.60, -0.60,14829.57
 18.00,  0.60,  0.60,14817.04
 19.00,  0.60,  1.80,14817.61
 20.00,  1.80, -3.00,14820.04
 21.00,  1.80, -1.80,14822.22
 22.00,  1.80, -0.60,14818.72
 23.00,  1.80,  0.60,14817.28
 24.00,  1.80,  1.80,14817.48
