"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  8.00, -1.26,  0.42,-660.55
 15.00,  0.42, -2.10,-661.74
  9.00, -1.26,  1.26,-661.06
  0.00, -2.10, -2.10,-660.90
  4.00, -2.10,  1.26,-660.95
  1.00, -2.10, -1.26,-661.51
 12.00, -0.42, -0.42,-660.88
 14.00, -0.42,  1.26,-662.59
  5.00, -1.26, -2.10,-660.29
 16.00,  0.42, -1.26,-661.74
  7.00, -1.26, -0.42,-660.30
  3.00, -2.10,  0.42,-662.09
 13.00, -0.42,  0.42,-661.47
 17.00,  0.42, -0.42,-662.28
 18.00,  0.42,  0.42,-663.21
  2.00, -2.10, -0.42,-662.72
  6.00, -1.26, -1.26,-664.47
 10.00, -0.42, -2.10,-663.82
 11.00, -0.42, -1.26,-662.23
 23.00,  1.26,  0.42,-660.76
 19.00,  0.42,  1.26,-661.55
 20.00,  1.26, -2.10,-661.81
 21.00,  1.26, -1.26,-663.16
 24.00,  1.26,  1.26,-660.76
 22.00,  1.26, -0.42,-661.28
