"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -2.00, -2.00,6363.11
  1.00, -2.00, -1.20,6366.96
  2.00, -2.00, -0.40,6369.46
  3.00, -2.00,  0.40,6365.31
  4.00, -2.00,  1.20,6367.97
  5.00, -1.20, -2.00,6370.44
  6.00, -1.20, -1.20,6370.02
  7.00, -1.20, -0.40,6367.62
  8.00, -1.20,  0.40,6369.81
  9.00, -1.20,  1.20,6370.88
 10.00, -0.40, -2.00,6362.10
 11.00, -0.40, -1.20,6369.80
 12.00, -0.40, -0.40,6369.40
 13.00, -0.40,  0.40,6371.38
 14.00, -0.40,  1.20,6368.15
 15.00,  0.40, -2.00,6364.55
 16.00,  0.40, -1.20,6370.08
 17.00,  0.40, -0.40,6370.06
 18.00,  0.40,  0.40,6370.76
 19.00,  0.40,  1.20,6362.97
 20.00,  1.20, -2.00,6369.51
 21.00,  1.20, -1.20,6369.24
 22.00,  1.20, -0.40,6369.32
 23.00,  1.20,  0.40,6368.01
 24.00,  1.20,  1.20,6366.54
