"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -4.00, -4.00,28463.38
  1.00, -4.00, -2.40,28469.71
  2.00, -4.00, -0.80,29192.42
  3.00, -4.00,  0.80,28514.33
  4.00, -4.00,  2.40,28664.76
  5.00, -2.40, -4.00,28479.83
  6.00, -2.40, -2.40,28539.22
  7.00, -2.40, -0.80,28530.75
  8.00, -2.40,  0.80,28715.93
  9.00, -2.40,  2.40,28472.81
 10.00, -0.80, -4.00,28989.53
 12.00, -0.80, -0.80,28513.80
 13.00, -0.80,  0.80,28592.82
 14.00, -0.80,  2.40,28564.41
 15.00,  0.80, -4.00,29068.13
 16.00,  0.80, -2.40,28909.43
 17.00,  0.80, -0.80,28543.01
 20.00,  2.40, -4.00,28443.29
 21.00,  2.40, -2.40,28503.40
 22.00,  2.40, -0.80,28527.39
 23.00,  2.40,  0.80,29372.45
 24.00,  2.40,  2.40,29070.82
 18.00,  0.80,  0.80,29394.52
 11.00, -0.80, -2.40,28768.80
 19.00,  0.80,  2.40,29139.25

28492.505
