"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -2.20, -2.20,36030.95
  1.00, -2.20, -1.32,36029.90
  2.00, -2.20, -0.44,36030.34
  3.00, -2.20,  0.44,36029.04
  4.00, -2.20,  1.32,36029.49
  5.00, -1.32, -2.20,36029.77
  6.00, -1.32, -1.32,36030.17
  7.00, -1.32, -0.44,36029.20
  8.00, -1.32,  0.44,36028.03
  9.00, -1.32,  1.32,36030.74
 10.00, -0.44, -2.20,36029.66
 11.00, -0.44, -1.32,36030.55
 12.00, -0.44, -0.44,36030.17
 13.00, -0.44,  0.44,36029.13
 14.00, -0.44,  1.32,36031.13
 15.00,  0.44, -2.20,36031.70
 16.00,  0.44, -1.32,36037.04
 17.00,  0.44, -0.44,36037.65
 18.00,  0.44,  0.44,36035.98
 19.00,  0.44,  1.32,36029.97
 20.00,  1.32, -2.20,36029.52
 21.00,  1.32, -1.32,36030.61
 22.00,  1.32, -0.44,36030.71
 23.00,  1.32,  0.44,36030.19
 24.00,  1.32,  1.32,36028.21
