"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
 14.00, -0.70,  2.10,-27445.59
 15.00,  0.70, -3.50,-27445.48
 21.00,  2.10, -2.10,-27446.35
  9.00, -2.10,  2.10,-27443.06
  0.00, -3.50, -3.50,-27443.82
  2.00, -3.50, -0.70,-27448.48
  7.00, -2.10, -0.70,-27447.85
 19.00,  0.70,  2.10,-27446.30
 24.00,  2.10,  2.10,-27442.68
 22.00,  2.10, -0.70,-27443.62
 11.00, -0.70, -2.10,-27444.19
  6.00, -2.10, -2.10,-27444.27
 10.00, -0.70, -3.50,-27448.50
  4.00, -3.50,  2.10,-27444.46
 18.00,  0.70,  0.70,-27448.82
 16.00,  0.70, -2.10,-27443.52
  5.00, -2.10, -3.50,-27445.14
 20.00,  2.10, -3.50,-27445.08
  8.00, -2.10,  0.70,-27446.57
 17.00,  0.70, -0.70,-27448.28
  3.00, -3.50,  0.70,-27445.61
 12.00, -0.70, -0.70,-27443.20
 13.00, -0.70,  0.70,-27445.48
 23.00,  2.10,  0.70,-27448.40
  1.00, -3.50, -2.10,-27443.51
