"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -4.00, -4.00,-22704.74
  1.00, -4.00, -2.40,-22705.05
  2.00, -4.00, -0.80,-22705.04
  3.00, -4.00,  0.80,-22705.05
  4.00, -4.00,  2.40,-22705.42
  5.00, -2.40, -4.00,-22704.92
  6.00, -2.40, -2.40,-22704.13
  7.00, -2.40, -0.80,-22705.01
  8.00, -2.40,  0.80,-22705.10
  9.00, -2.40,  2.40,-22705.40
 10.00, -0.80, -4.00,-22705.67
 11.00, -0.80, -2.40,-22704.95
 12.00, -0.80, -0.80,-22704.88
 13.00, -0.80,  0.80,-22704.81
 14.00, -0.80,  2.40,-22704.84
 15.00,  0.80, -4.00,-22705.38
 16.00,  0.80, -2.40,-22704.72
 17.00,  0.80, -0.80,-22704.48
 18.00,  0.80,  0.80,-22705.23
 19.00,  0.80,  2.40,-22705.01
 20.00,  2.40, -4.00,-22705.03
 21.00,  2.40, -2.40,-22700.54
 22.00,  2.40, -0.80,-22703.43
 23.00,  2.40,  0.80,-22704.92
 24.00,  2.40,  2.40,-22705.25
