"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -3.00, -3.00,-346976.01
  1.00, -3.00, -1.80,-346979.25
  2.00, -3.00, -0.60,-346978.54
  3.00, -3.00,  0.60,-346980.16
  4.00, -3.00,  1.80,-346983.67
  5.00, -1.80, -3.00,-346978.08
  6.00, -1.80, -1.80,-346963.05
  7.00, -1.80, -0.60,-346978.90
  8.00, -1.80,  0.60,-346964.60
  9.00, -1.80,  1.80,-346976.79
 10.00, -0.60, -3.00,-346982.84
 11.00, -0.60, -1.80,-346983.62
 12.00, -0.60, -0.60,-346983.93
 13.00, -0.60,  0.60,-346982.64
 14.00, -0.60,  1.80,-346983.41
 15.00,  0.60, -3.00,-346975.77
 16.00,  0.60, -1.80,-346985.98
 17.00,  0.60, -0.60,-346982.31
 18.00,  0.60,  0.60,-346985.38
 19.00,  0.60,  1.80,-346984.31
 20.00,  1.80, -3.00,-346981.08
 21.00,  1.80, -1.80,-346986.16
 22.00,  1.80, -0.60,-346979.88
 23.00,  1.80,  0.60,-346987.35
 24.00,  1.80,  1.80,-346981.17
