"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -1.80, -1.80,40413.88
  1.00, -1.80, -1.08,40513.34
  2.00, -1.80, -0.36,40478.88
  3.00, -1.80,  0.36,40505.08
  4.00, -1.80,  1.08,40571.85
  5.00, -1.08, -1.80,40390.82
  6.00, -1.08, -1.08,40282.09
  7.00, -1.08, -0.36,40567.44
  8.00, -1.08,  0.36,40573.91
  9.00, -1.08,  1.08,40459.25
 10.00, -0.36, -1.80,40364.59
 11.00, -0.36, -1.08,40549.52
 12.00, -0.36, -0.36,40422.11
 13.00, -0.36,  0.36,40573.48
 14.00, -0.36,  1.08,40616.94
 15.00,  0.36, -1.80,40283.79
 16.00,  0.36, -1.08,40454.70
 17.00,  0.36, -0.36,40555.45
 18.00,  0.36,  0.36,40501.13
 19.00,  0.36,  1.08,40422.37
 20.00,  1.08, -1.80,40571.20
 21.00,  1.08, -1.08,40422.48
 22.00,  1.08, -0.36,40564.49
 23.00,  1.08,  0.36,40540.64
 24.00,  1.08,  1.08,40584.38
