"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
 19.00,  0.80,  2.40,-18254.47
 16.00,  0.80, -2.40,-18253.65
  8.00, -2.40,  0.80,-18254.48
  0.00, -4.00, -4.00,-18252.52
 18.00,  0.80,  0.80,-18254.47
  5.00, -2.40, -4.00,-18254.06
 11.00, -0.80, -2.40,-18252.74
  2.00, -4.00, -0.80,-18252.98
 12.00, -0.80, -0.80,-18253.14
 24.00,  2.40,  2.40,-18253.54
 23.00,  2.40,  0.80,-18252.05
 15.00,  0.80, -4.00,-18253.45
 10.00, -0.80, -4.00,-18254.13
 17.00,  0.80, -0.80,-18253.95
  7.00, -2.40, -0.80,-18252.45
  3.00, -4.00,  0.80,-18254.61
  6.00, -2.40, -2.40,-18253.26
 22.00,  2.40, -0.80,-18253.02
  4.00, -4.00,  2.40,-18251.65
  1.00, -4.00, -2.40,-18250.89
  9.00, -2.40,  2.40,-18252.07
 13.00, -0.80,  0.80,-18251.75
 14.00, -0.80,  2.40,-18252.28
 20.00,  2.40, -4.00,-18251.25
 21.00,  2.40, -2.40,-18252.85
