"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -1.60, -1.60,59642.38
  1.00, -1.60, -0.96,59642.82
  2.00, -1.60, -0.32,59641.11
  3.00, -1.60,  0.32,59638.44
  7.00, -0.96, -0.32,59638.50
  8.00, -0.96,  0.32,59641.58
  9.00, -0.96,  0.96,59640.73
 10.00, -0.32, -1.60,59638.77
 11.00, -0.32, -0.96,59639.57
 13.00, -0.32,  0.32,59640.74
 15.00,  0.32, -1.60,59640.53
 17.00,  0.32, -0.32,59640.15
 19.00,  0.32,  0.96,59641.54
 23.00,  0.96,  0.32,59641.21
 24.00,  0.96,  0.96,59640.91
  5.00, -0.96, -1.60,59640.94
 12.00, -0.32, -0.32,59636.20
  4.00, -1.60,  0.96,59642.06
 20.00,  0.96, -1.60,59638.62
 22.00,  0.96, -0.32,59642.32
  6.00, -0.96, -0.96,59644.98
 14.00, -0.32,  0.96,59643.25
 16.00,  0.32, -0.96,59641.06
 18.00,  0.32,  0.32,59647.12
 21.00,  0.96, -0.96,59640.33
