"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  7.00, -1.26, -0.42,-666.70
  0.00, -2.10, -2.10,-666.53
  9.00, -1.26,  1.26,-670.32
  6.00, -1.26, -1.26,-665.62
 11.00, -0.42, -1.26,-667.04
  8.00, -1.26,  0.42,-665.48
 17.00,  0.42, -0.42,-666.05
 12.00, -0.42, -0.42,-666.62
  4.00, -2.10,  1.26,-667.13
  2.00, -2.10, -0.42,-666.64
  5.00, -1.26, -2.10,-667.65
 20.00,  1.26, -2.10,-666.34
 14.00, -0.42,  1.26,-665.68
  3.00, -2.10,  0.42,-666.12
 16.00,  0.42, -1.26,-667.56
 10.00, -0.42, -2.10,-667.16
 18.00,  0.42,  0.42,-666.30
 15.00,  0.42, -2.10,-667.92
 13.00, -0.42,  0.42,-665.00
  1.00, -2.10, -1.26,-675.94
 19.00,  0.42,  1.26,-667.36
 24.00,  1.26,  1.26,-666.14
 22.00,  1.26, -0.42,-666.24
 21.00,  1.26, -1.26,-666.91
 23.00,  1.26,  0.42,-665.62
