"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -2.00, -2.00,15447.33
  1.00, -2.00, -1.20,15446.73
  2.00, -2.00, -0.40,15454.77
  3.00, -2.00,  0.40,15454.94
  4.00, -2.00,  1.20,15452.68
  5.00, -1.20, -2.00,15454.18
  6.00, -1.20, -1.20,15462.65
  7.00, -1.20, -0.40,15446.05
  8.00, -1.20,  0.40,15451.84
  9.00, -1.20,  1.20,15462.22
 10.00, -0.40, -2.00,15456.50
 11.00, -0.40, -1.20,15469.80
 12.00, -0.40, -0.40,15450.64
 13.00, -0.40,  0.40,15441.11
 14.00, -0.40,  1.20,15453.06
 15.00,  0.40, -2.00,15458.93
 16.00,  0.40, -1.20,15457.37
 17.00,  0.40, -0.40,15458.11
 18.00,  0.40,  0.40,15462.14
 19.00,  0.40,  1.20,15427.09
 20.00,  1.20, -2.00,15450.51
 21.00,  1.20, -1.20,15437.99
 22.00,  1.20, -0.40,15465.70
 23.00,  1.20,  0.40,15454.92
 24.00,  1.20,  1.20,15462.64
