"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -2.00, -2.00,-295679.40
  1.00, -2.00, -1.20,-295681.21
  2.00, -2.00, -0.40,-295683.95
  3.00, -2.00,  0.40,-295679.62
  4.00, -2.00,  1.20,-295681.45
  5.00, -1.20, -2.00,-295681.05
  6.00, -1.20, -1.20,-295686.18
  7.00, -1.20, -0.40,-295678.94
  8.00, -1.20,  0.40,-295670.28
  9.00, -1.20,  1.20,-295683.96
 10.00, -0.40, -2.00,-295669.39
 11.00, -0.40, -1.20,-295676.47
 12.00, -0.40, -0.40,-295678.51
 13.00, -0.40,  0.40,-295678.58
 14.00, -0.40,  1.20,-295690.46
 15.00,  0.40, -2.00,-295670.86
 16.00,  0.40, -1.20,-295679.49
 17.00,  0.40, -0.40,-295675.84
 18.00,  0.40,  0.40,-295664.04
 19.00,  0.40,  1.20,-295674.82
 20.00,  1.20, -2.00,-295676.97
 21.00,  1.20, -1.20,-295686.35
 22.00,  1.20, -0.40,-295674.49
 23.00,  1.20,  0.40,-295665.95
 24.00,  1.20,  1.20,-295670.75
