"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  3.00, -3.00,  0.60,-97285.31
  2.00, -3.00, -0.60,-97287.44
  4.00, -3.00,  1.80,-97286.73
  9.00, -1.80,  1.80,-97286.63
 12.00, -0.60, -0.60,-97286.42
 21.00,  1.80, -1.80,-97287.25
 18.00,  0.60,  0.60,-97285.56
 15.00,  0.60, -3.00,-97286.39
 17.00,  0.60, -0.60,-97286.46
 24.00,  1.80,  1.80,-97286.34
  0.00, -3.00, -3.00,-97287.88
 10.00, -0.60, -3.00,-97287.22
  6.00, -1.80, -1.80,-97286.61
  5.00, -1.80, -3.00,-97286.53
 16.00,  0.60, -1.80,-97286.95
 20.00,  1.80, -3.00,-97287.32
  1.00, -3.00, -1.80,-97286.47
 23.00,  1.80,  0.60,-97283.37
 22.00,  1.80, -0.60,-97286.63
  7.00, -1.80, -0.60,-97283.57
 14.00, -0.60,  1.80,-97287.41
 11.00, -0.60, -1.80,-97288.42
  8.00, -1.80,  0.60,-97286.56
 19.00,  0.60,  1.80,-97287.86
 13.00, -0.60,  0.60,-97287.91
