"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -2.00, -2.00,15466.15
  1.00, -2.00, -1.20,15468.36
  2.00, -2.00, -0.40,15471.01
  3.00, -2.00,  0.40,15460.08
  4.00, -2.00,  1.20,15459.26
  5.00, -1.20, -2.00,15463.36
  6.00, -1.20, -1.20,15472.18
  7.00, -1.20, -0.40,15452.97
  8.00, -1.20,  0.40,15471.81
  9.00, -1.20,  1.20,15452.75
 10.00, -0.40, -2.00,15459.09
 11.00, -0.40, -1.20,15477.84
 12.00, -0.40, -0.40,15431.87
 13.00, -0.40,  0.40,15460.78
 14.00, -0.40,  1.20,15446.37
 15.00,  0.40, -2.00,15455.49
 16.00,  0.40, -1.20,15471.63
 17.00,  0.40, -0.40,15471.95
 18.00,  0.40,  0.40,15426.35
 19.00,  0.40,  1.20,15460.78
 20.00,  1.20, -2.00,15468.79
 21.00,  1.20, -1.20,15464.04
 22.00,  1.20, -0.40,15463.43
 23.00,  1.20,  0.40,15464.46
 24.00,  1.20,  1.20,15448.90
