"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  1.00, -3.00, -1.80,4607.04
 20.00,  1.80, -3.00,4616.37
  9.00, -1.80,  1.80,4624.18
 18.00,  0.60,  0.60,4616.25
  3.00, -3.00,  0.60,4625.22
  5.00, -1.80, -3.00,4624.64
 13.00, -0.60,  0.60,4618.96
 17.00,  0.60, -0.60,4617.95
  6.00, -1.80, -1.80,4611.20
 16.00,  0.60, -1.80,4619.96
 23.00,  1.80,  0.60,4616.29
  2.00, -3.00, -0.60,4625.04
  4.00, -3.00,  1.80,4625.28
 22.00,  1.80, -0.60,4615.01
  7.00, -1.80, -0.60,4617.76
 12.00, -0.60, -0.60,4621.29
 14.00, -0.60,  1.80,4624.86
 11.00, -0.60, -1.80,4622.70
 10.00, -0.60, -3.00,4625.26
  0.00, -3.00, -3.00,4625.95
 21.00,  1.80, -1.80,4624.40
 15.00,  0.60, -3.00,4622.36
  8.00, -1.80,  0.60,4626.46
 24.00,  1.80,  1.80,4622.69
 19.00,  0.60,  1.80,4613.78
