"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -2.50, -2.50,22036.66
  1.00, -2.50, -1.50,22031.32
  2.00, -2.50, -0.50,22037.43
  3.00, -2.50,  0.50,22029.93
  4.00, -2.50,  1.50,22024.14
  5.00, -1.50, -2.50,22038.33
  6.00, -1.50, -1.50,22028.67
  7.00, -1.50, -0.50,22036.86
  8.00, -1.50,  0.50,22012.75
  9.00, -1.50,  1.50,22032.77
 10.00, -0.50, -2.50,22029.27
 11.00, -0.50, -1.50,22026.38
 12.00, -0.50, -0.50,22019.20
 13.00, -0.50,  0.50,22026.84
 14.00, -0.50,  1.50,22013.85
 15.00,  0.50, -2.50,22021.16
 16.00,  0.50, -1.50,22034.14
 17.00,  0.50, -0.50,22021.86
 18.00,  0.50,  0.50,22060.39
 19.00,  0.50,  1.50,22020.69
 20.00,  1.50, -2.50,22035.43
 21.00,  1.50, -1.50,22032.91
 22.00,  1.50, -0.50,22032.98
 23.00,  1.50,  0.50,22019.57
 24.00,  1.50,  1.50,22035.93
