"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -4.30, -4.30,61555.35
  1.00, -4.30, -2.58,61554.94
  2.00, -4.30, -0.86,61563.94
  3.00, -4.30,  0.86,61562.49
  4.00, -4.30,  2.58,61557.70
  5.00, -2.58, -4.30,61557.56
  6.00, -2.58, -2.58,61573.65
  7.00, -2.58, -0.86,61568.00
  8.00, -2.58,  0.86,61564.46
  9.00, -2.58,  2.58,61554.82
 10.00, -0.86, -4.30,61562.38
 11.00, -0.86, -2.58,61578.77
 12.00, -0.86, -0.86,61558.00
 13.00, -0.86,  0.86,61555.33
 14.00, -0.86,  2.58,61555.63
 15.00,  0.86, -4.30,61558.17
 16.00,  0.86, -2.58,61558.51
 17.00,  0.86, -0.86,61559.59
 18.00,  0.86,  0.86,61562.29
 19.00,  0.86,  2.58,61555.48
 20.00,  2.58, -4.30,61555.46
 21.00,  2.58, -2.58,61555.41
 22.00,  2.58, -0.86,61558.44
 23.00,  2.58,  0.86,61561.23
 24.00,  2.58,  2.58,61557.51
