"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
 15.00,  0.48, -2.40,-1722.84
 10.00, -0.48, -2.40,-1727.32
 19.00,  0.48,  1.44,-1726.14
  0.00, -2.40, -2.40,-1730.51
 22.00,  1.44, -0.48,-1728.67
 11.00, -0.48, -1.44,-1733.29
 21.00,  1.44, -1.44,-1727.74
 14.00, -0.48,  1.44,-1724.46
  2.00, -2.40, -0.48,-1723.53
 23.00,  1.44,  0.48,-1725.21
 20.00,  1.44, -2.40,-1727.42
  5.00, -1.44, -2.40,-1727.86
  8.00, -1.44,  0.48,-1736.02
  9.00, -1.44,  1.44,-1730.27
 12.00, -0.48, -0.48,-1725.52
 18.00,  0.48,  0.48,-1733.76
  3.00, -2.40,  0.48,-1727.11
 17.00,  0.48, -0.48,-1729.25
  1.00, -2.40, -1.44,-1739.11
 16.00,  0.48, -1.44,-1730.67
  7.00, -1.44, -0.48,-1721.47
  4.00, -2.40,  1.44,-1727.82
 13.00, -0.48,  0.48,-1728.22
  6.00, -1.44, -1.44,-1734.00
 24.00,  1.44,  1.44,-1727.78
