"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -1.70, -1.70,4555.07
  1.00, -1.70, -1.02,4552.57
  2.00, -1.70, -0.34,4552.09
  3.00, -1.70,  0.34,4554.79
  4.00, -1.70,  1.02,4554.42
  5.00, -1.02, -1.70,4559.38
  6.00, -1.02, -1.02,4550.40
  7.00, -1.02, -0.34,4556.84
  8.00, -1.02,  0.34,4551.45
  9.00, -1.02,  1.02,4555.24
 10.00, -0.34, -1.70,4556.25
 11.00, -0.34, -1.02,4551.82
 12.00, -0.34, -0.34,4555.39
 13.00, -0.34,  0.34,4557.05
 14.00, -0.34,  1.02,4557.13
 15.00,  0.34, -1.70,4555.04
 16.00,  0.34, -1.02,4555.45
 17.00,  0.34, -0.34,4556.61
 18.00,  0.34,  0.34,4552.86
 19.00,  0.34,  1.02,4556.98
 20.00,  1.02, -1.70,4554.56
 21.00,  1.02, -1.02,4554.47
 22.00,  1.02, -0.34,4553.03
 23.00,  1.02,  0.34,4557.99
 24.00,  1.02,  1.02,4560.43
