"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  1.00, -2.40, -1.44,-242215.10
  0.00, -2.40, -2.40,-242201.47
  2.00, -2.40, -0.48,-242209.93
 19.00,  0.48,  1.44,-242217.76
 20.00,  1.44, -2.40,-242217.69
 21.00,  1.44, -1.44,-242210.77
 22.00,  1.44, -0.48,-242204.02
 23.00,  1.44,  0.48,-242204.60
 24.00,  1.44,  1.44,-242217.64
  3.00, -2.40,  0.48,-242198.12
  4.00, -2.40,  1.44,-242196.35
  5.00, -1.44, -2.40,-242202.60
  6.00, -1.44, -1.44,-242209.99
  7.00, -1.44, -0.48,-242202.98
  8.00, -1.44,  0.48,-242198.68
  9.00, -1.44,  1.44,-242195.20
 10.00, -0.48, -2.40,-242215.28
 11.00, -0.48, -1.44,-242216.70
 12.00, -0.48, -0.48,-242217.75
 13.00, -0.48,  0.48,-242187.20
 14.00, -0.48,  1.44,-242194.25
 15.00,  0.48, -2.40,-242217.65
 16.00,  0.48, -1.44,-242217.85
 17.00,  0.48, -0.48,-242210.46
 18.00,  0.48,  0.48,-242215.71
