"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -3.00, -3.00,3631.51
  1.00, -3.00, -1.80,3526.36
  2.00, -3.00, -0.60,3571.79
  3.00, -3.00,  0.60,3535.39
  4.00, -3.00,  1.80,3501.40
  5.00, -1.80, -3.00,3568.47
  6.00, -1.80, -1.80,3744.67
  7.00, -1.80, -0.60,3563.06
  8.00, -1.80,  0.60,3436.57
  9.00, -1.80,  1.80,3505.24
 10.00, -0.60, -3.00,3512.65
 11.00, -0.60, -1.80,3858.64
 12.00, -0.60, -0.60,3505.46
 13.00, -0.60,  0.60,3543.47
 14.00, -0.60,  1.80,3397.53
 15.00,  0.60, -3.00,3462.21
 16.00,  0.60, -1.80,3552.75
 17.00,  0.60, -0.60,3458.29
 18.00,  0.60,  0.60,3541.79
 19.00,  0.60,  1.80,3521.52
 20.00,  1.80, -3.00,3577.50
 21.00,  1.80, -1.80,3731.70
 22.00,  1.80, -0.60,3493.90
 23.00,  1.80,  0.60,3442.27
 24.00,  1.80,  1.80,3574.49
