"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -2.00, -2.00,-19126.53
  1.00, -2.00, -1.20,-19126.72
  2.00, -2.00, -0.40,-19127.84
  3.00, -2.00,  0.40,-19127.61
  4.00, -2.00,  1.20,-19127.37
  5.00, -1.20, -2.00,-19126.12
  6.00, -1.20, -1.20,-19124.00
  7.00, -1.20, -0.40,-19121.98
  8.00, -1.20,  0.40,-19126.67
  9.00, -1.20,  1.20,-19126.80
 10.00, -0.40, -2.00,-19126.06
 11.00, -0.40, -1.20,-19127.13
 12.00, -0.40, -0.40,-19126.81
 13.00, -0.40,  0.40,-19129.58
 14.00, -0.40,  1.20,-19126.34
 15.00,  0.40, -2.00,-19127.15
 16.00,  0.40, -1.20,-19126.93
 17.00,  0.40, -0.40,-19126.38
 18.00,  0.40,  0.40,-19126.52
 19.00,  0.40,  1.20,-19126.95
 20.00,  1.20, -2.00,-19127.40
 21.00,  1.20, -1.20,-19126.23
 22.00,  1.20, -0.40,-19127.10
 23.00,  1.20,  0.40,-19126.84
 24.00,  1.20,  1.20,-19126.80
