"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
 16.00,  0.40, -1.20,-1539.75
  6.00, -1.20, -1.20,-1539.71
 14.00, -0.40,  1.20,-1539.57
 23.00,  1.20,  0.40,-1539.88
 20.00,  1.20, -2.00,-1539.74
  9.00, -1.20,  1.20,-1539.77
  1.00, -2.00, -1.20,-1539.52
 22.00,  1.20, -0.40,-1539.77
 21.00,  1.20, -1.20,-1540.08
  3.00, -2.00,  0.40,-1539.81
 18.00,  0.40,  0.40,-1539.40
 15.00,  0.40, -2.00,-1539.66
 12.00, -0.40, -0.40,-1540.01
 19.00,  0.40,  1.20,-1539.99
 13.00, -0.40,  0.40,-1539.50
 24.00,  1.20,  1.20,-1539.26
  8.00, -1.20,  0.40,-1539.57
  2.00, -2.00, -0.40,-1540.01
 10.00, -0.40, -2.00,-1539.56
  4.00, -2.00,  1.20,-1539.97
  0.00, -2.00, -2.00,-1539.53
  7.00, -1.20, -0.40,-1539.09
 17.00,  0.40, -0.40,-1539.50
  5.00, -1.20, -2.00,-1539.68
 11.00, -0.40, -1.20,-1538.44
