"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -1.60, -1.60,-296148.42
  1.00, -1.60, -0.96,-296148.32
  2.00, -1.60, -0.32,-296147.99
  3.00, -1.60,  0.32,-296149.44
  4.00, -1.60,  0.96,-296154.60
  5.00, -0.96, -1.60,-296148.81
  6.00, -0.96, -0.96,-296148.52
  7.00, -0.96, -0.32,-296148.53
  8.00, -0.96,  0.32,-296148.35
  9.00, -0.96,  0.96,-296148.73
 10.00, -0.32, -1.60,-296149.45
 11.00, -0.32, -0.96,-296153.86
 12.00, -0.32, -0.32,-296150.24
 13.00, -0.32,  0.32,-296148.93
 14.00, -0.32,  0.96,-296149.12
 15.00,  0.32, -1.60,-296158.71
 16.00,  0.32, -0.96,-296151.15
 17.00,  0.32, -0.32,-296156.49
 18.00,  0.32,  0.32,-296157.23
 19.00,  0.32,  0.96,-296152.92
 20.00,  0.96, -1.60,-296156.49
 21.00,  0.96, -0.96,-296149.19
 22.00,  0.96, -0.32,-296156.02
 23.00,  0.96,  0.32,-296149.47
 24.00,  0.96,  0.96,-296148.56
