"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -1.80, -1.80,13092.16
  1.00, -1.80, -1.08,13091.77
  2.00, -1.80, -0.36,13093.11
  3.00, -1.80,  0.36,13094.95
  4.00, -1.80,  1.08,13091.46
  5.00, -1.08, -1.80,13093.99
  6.00, -1.08, -1.08,13089.87
  7.00, -1.08, -0.36,13092.80
  8.00, -1.08,  0.36,13092.11
  9.00, -1.08,  1.08,13092.78
 10.00, -0.36, -1.80,13094.48
 11.00, -0.36, -1.08,13092.70
 12.00, -0.36, -0.36,13092.32
 13.00, -0.36,  0.36,13092.24
 14.00, -0.36,  1.08,13092.38
 15.00,  0.36, -1.80,13092.36
 16.00,  0.36, -1.08,13094.36
 17.00,  0.36, -0.36,13092.74
 18.00,  0.36,  0.36,13091.71
 19.00,  0.36,  1.08,13092.42
 20.00,  1.08, -1.80,13092.52
 21.00,  1.08, -1.08,13093.53
 22.00,  1.08, -0.36,13098.01
 23.00,  1.08,  0.36,13092.44
 24.00,  1.08,  1.08,13091.50
