"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -3.00, -3.00,14800.36
  1.00, -3.00, -1.80,14786.68
  2.00, -3.00, -0.60,14811.70
  3.00, -3.00,  0.60,14798.50
  4.00, -3.00,  1.80,14798.91
  5.00, -1.80, -3.00,14799.25
  6.00, -1.80, -1.80,14814.37
  7.00, -1.80, -0.60,14805.46
  8.00, -1.80,  0.60,14802.72
  9.00, -1.80,  1.80,14789.60
 10.00, -0.60, -3.00,14783.10
 11.00, -0.60, -1.80,14785.76
 12.00, -0.60, -0.60,14804.17
 13.00, -0.60,  0.60,14811.91
 14.00, -0.60,  1.80,14803.93
 15.00,  0.60, -3.00,14794.30
 16.00,  0.60, -1.80,14804.17
 17.00,  0.60, -0.60,14795.85
 18.00,  0.60,  0.60,14813.41
 19.00,  0.60,  1.80,14791.94
 20.00,  1.80, -3.00,14806.60
 21.00,  1.80, -1.80,14811.87
 22.00,  1.80, -0.60,14802.09
 23.00,  1.80,  0.60,14795.31
 24.00,  1.80,  1.80,14792.11
