"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -2.40, -2.40,46266.96
  1.00, -2.40, -1.44,46267.33
  2.00, -2.40, -0.48,46291.34
  3.00, -2.40,  0.48,46286.58
  4.00, -2.40,  1.44,46267.07
  5.00, -1.44, -2.40,46265.57
  6.00, -1.44, -1.44,46266.67
  7.00, -1.44, -0.48,46279.34
  8.00, -1.44,  0.48,46280.77
  9.00, -1.44,  1.44,46266.52
 10.00, -0.48, -2.40,46265.79
 11.00, -0.48, -1.44,46265.44
 12.00, -0.48, -0.48,46266.98
 13.00, -0.48,  0.48,46274.96
 14.00, -0.48,  1.44,46276.43
 15.00,  0.48, -2.40,46265.91
 16.00,  0.48, -1.44,46266.36
 17.00,  0.48, -0.48,46276.35
 18.00,  0.48,  0.48,46294.67
 19.00,  0.48,  1.44,46283.92
 20.00,  1.44, -2.40,46268.74
 21.00,  1.44, -1.44,46265.78
 22.00,  1.44, -0.48,46266.47
 23.00,  1.44,  0.48,46272.28
 24.00,  1.44,  1.44,46282.95
