"['index', 'galaxies_subhalo_mass_centre_0', 'galaxies_subhalo_mass_centre_1', 'likelihood_merit']"
  0.00, -2.10, -2.10,39244.58
  1.00, -2.10, -1.26,39245.03
  2.00, -2.10, -0.42,39245.78
  3.00, -2.10,  0.42,39246.35
  4.00, -2.10,  1.26,39243.73
  5.00, -1.26, -2.10,39246.05
  6.00, -1.26, -1.26,39247.14
  7.00, -1.26, -0.42,39251.08
  8.00, -1.26,  0.42,39245.67
  9.00, -1.26,  1.26,39244.47
 10.00, -0.42, -2.10,39244.91
 11.00, -0.42, -1.26,39245.05
 12.00, -0.42, -0.42,39244.66
 13.00, -0.42,  0.42,39246.34
 14.00, -0.42,  1.26,39244.20
 15.00,  0.42, -2.10,39244.08
 16.00,  0.42, -1.26,39244.38
 17.00,  0.42, -0.42,39245.40
 18.00,  0.42,  0.42,39244.17
 19.00,  0.42,  1.26,39244.24
 20.00,  1.26, -2.10,39244.43
 21.00,  1.26, -1.26,39244.52
 22.00,  1.26, -0.42,39244.66
 23.00,  1.26,  0.42,39244.69
 24.00,  1.26,  1.26,39244.74
